X,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG.,X3P,X3PA,X3P.,X2P,X2PA,X2P.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,PosNum,cluster
7226,22,Gustavo Ayon,C,27,ORL,43,3,571,4.2,7.9,0.536,0,0,NA,4.2,7.9,0.536,1.2,2.4,0.5,2.5,6.3,8.8,3.7,0.8,0.8,2.4,5.2,9.6,2013,5,2
7229,24,Luke Babbitt,PF,23,POR,62,0,730,4.2,11.5,0.368,3.1,8.8,0.348,1.2,2.8,0.429,0.5,0.6,0.769,0.7,6,6.8,1.4,0.7,0.2,1.1,4,12,2013,4,3
7230,25,Leandro Barbosa,PG,30,BOS,41,2,513,5.8,13.5,0.43,1.3,3.3,0.383,4.6,10.2,0.445,2.2,2.9,0.756,0.6,2.7,3.2,4.1,1.2,0.4,1.5,3.6,15.1,2013,1,3
7231,26,J.J. Barea,PG,28,MIN,74,2,1713,6.6,15.9,0.417,2,5.9,0.346,4.6,10,0.458,2.2,2.8,0.784,0.7,3.6,4.4,6.2,0.7,0,3,2.8,17.5,2013,1,4
7232,27,Andrea Bargnani,PF,27,TOR,35,25,1003,6.1,15.3,0.399,1.4,4.4,0.309,4.7,10.9,0.436,2.3,2.8,0.844,0.9,3.7,4.6,1.4,0.8,0.8,1.9,2.3,15.9,2013,4,3
7233,28,Harrison Barnes,SF,20,GSW,81,81,2058,4.8,11,0.439,0.9,2.5,0.359,3.9,8.4,0.464,2.5,3.3,0.758,0.9,4.9,5.8,1.7,0.9,0.2,1.8,2.4,13.1,2013,3,3
7234,29,Matt Barnes,SF,32,LAC,80,4,2058,5.5,11.8,0.462,1.9,5.7,0.342,3.5,6.1,0.574,1.5,2,0.744,1.9,4.5,6.4,2.2,1.4,1.1,1.6,4.1,14.4,2013,3,3
7238,31,Will Barton,SG,22,POR,73,5,894,4.8,12.4,0.382,0.4,2.6,0.138,4.4,9.8,0.447,2,2.6,0.769,1.4,4.4,5.8,2.3,1.4,0.4,2.4,2.3,11.9,2013,2,3
7239,32,Brandon Bass,PF,27,BOS,81,69,2239,4.6,9.5,0.486,0,0,0,4.6,9.4,0.487,2.1,2.4,0.86,2.1,4.8,6.8,1.4,0.7,1,1.3,3,11.3,2013,4,2
7240,33,Shane Battier,SF,34,MIA,72,20,1786,3.1,7.3,0.42,2.7,6.4,0.43,0.3,0.9,0.348,0.6,0.8,0.842,0.7,2.6,3.3,1.5,0.8,1.1,0.7,3,9.5,2013,3,3
7241,34,Nicolas Batum,SF,24,POR,73,73,2807,4.5,10.7,0.423,2.1,5.7,0.372,2.4,5,0.481,2.3,2.7,0.848,1.2,4,5.3,4.6,1.2,1.1,2.4,1.8,13.4,2013,3,3
7242,35,Jerryd Bayless,PG,24,MEM,80,4,1765,5.3,12.7,0.419,1.4,4.1,0.353,3.9,8.6,0.45,2.1,2.5,0.836,0.4,3.1,3.6,5.4,1.2,0.3,2.4,3.4,14.1,2013,1,4
7245,38,Bradley Beal,SG,19,WAS,56,46,1745,5.8,14.2,0.41,1.9,4.9,0.386,3.9,9.3,0.424,2.6,3.3,0.786,0.9,3.5,4.4,2.8,1,0.6,1.9,2.3,16.1,2013,2,3
7246,39,Michael Beasley,SF,24,PHO,75,20,1554,7.2,17.7,0.405,1,3.3,0.313,6.1,14.4,0.426,2.2,2.9,0.746,1.2,5.3,6.5,2.6,0.7,0.8,3.3,2.5,17.6,2013,3,1
7247,40,Rodrigue Beaubois,PG,24,DAL,45,0,549,4.3,11.5,0.369,1.4,4.7,0.292,2.9,6.8,0.423,2,2.5,0.789,0.6,3.1,3.7,5.5,1.2,0.3,2.2,3.5,11.9,2013,1,4
7248,41,Marco Belinelli,SG,26,CHI,73,27,1882,4.6,11.7,0.395,1.5,4.2,0.357,3.1,7.4,0.416,2.7,3.2,0.839,0.2,2.4,2.7,2.8,0.8,0.1,1.6,2.7,13.4,2013,2,3
7249,42,Patrick Beverley,PG,24,HOU,41,0,713,4,9.5,0.418,1.8,4.8,0.375,2.2,4.7,0.462,1.7,2.1,0.829,2.3,3.2,5.5,5.9,1.9,1.1,2.2,4.2,11.5,2013,1,4
7252,45,Bismack Biyombo,C,20,CHA,80,65,2186,2.6,5.7,0.451,0,0,NA,2.6,5.7,0.451,1.2,2.3,0.521,3.2,6.4,9.6,0.6,0.5,2.4,1.4,3.2,6.4,2013,5,2
7253,46,DeJuan Blair,PF,23,SAS,61,16,851,6,11.5,0.524,0,0,0,6,11.4,0.526,1.9,3,0.629,2.8,6.9,9.7,1.9,1.6,0.4,2.1,4.7,13.9,2013,4,2
7254,47,Steve Blake,PG,32,LAL,45,13,1175,3.5,8.3,0.422,2.2,5.2,0.421,1.3,3,0.424,0.8,1.1,0.771,0.6,3.4,4,5.3,1,0.2,1.9,2.5,10,2013,1,3
7255,48,Andray Blatche,C,26,BRK,82,8,1555,8,15.7,0.512,0.1,0.5,0.136,7.9,15.1,0.524,3.4,5,0.685,3.7,5.9,9.7,2,2,1.3,2.8,3.8,19.5,2013,5,1
7256,49,Eric Bledsoe,PG,23,LAC,76,12,1553,5.9,13.2,0.445,0.7,1.8,0.397,5.1,11.4,0.453,2.5,3.1,0.791,1.8,3.4,5.2,5.4,2.5,1.3,3.2,2.6,14.9,2013,1,4
7257,50,Keith Bogans,SG,32,BRK,74,23,1408,2.8,7.3,0.38,2.1,6.3,0.343,0.6,1,0.615,0.3,0.4,0.647,0.4,2.7,3.1,1.9,0.7,0.1,1.3,2.8,8,2013,2,3
7258,51,Andrew Bogut,C,28,GSW,32,32,786,3.8,8.4,0.451,0,0,1,3.8,8.4,0.448,0.9,1.7,0.5,3.1,8.1,11.2,3.1,0.9,2.5,1.6,3.9,8.5,2013,5,2
7259,52,Matt Bonner,PF,32,SAS,68,4,909,4.4,9.1,0.487,2.1,4.8,0.442,2.3,4.4,0.536,0.4,0.6,0.733,1,4.1,5.1,1.4,0.7,0.8,0.6,3.4,11.4,2013,4,3
7260,53,Trevor Booker,PF,25,WAS,48,14,887,4.4,8.9,0.491,0,0.2,0,4.4,8.7,0.502,1.6,2.9,0.556,4,5.7,9.7,1.6,1.3,0.6,1.3,3.9,10.4,2013,4,2
7261,54,Carlos Boozer,PF,31,CHI,79,79,2546,7.7,16.1,0.477,0,0,0,7.7,16.1,0.478,2.7,3.7,0.731,2.5,8.4,10.9,2.5,0.9,0.4,2.5,3.4,18.1,2013,4,1
7262,55,Chris Bosh,C,28,MIA,74,74,2454,7.1,13.3,0.535,0.3,1.1,0.284,6.8,12.2,0.557,3.5,4.4,0.798,1.9,5.4,7.3,1.8,1,1.5,1.9,2.5,18.1,2013,5,1
7263,56,Avery Bradley,PG,22,BOS,50,50,1435,4.8,12,0.402,1,3.2,0.317,3.8,8.8,0.432,0.9,1.2,0.755,0.8,2,2.8,2.6,1.6,0.5,1.8,3.2,11.6,2013,1,3
7264,57,Elton Brand,C,33,DAL,72,18,1527,5.3,11.3,0.473,0,0,0,5.3,11.2,0.474,1.6,2.2,0.71,3.1,7.1,10.1,1.7,1.2,2.1,1.3,4.5,12.2,2013,5,2
7265,58,Corey Brewer,SF,26,DEN,82,2,2003,6.7,15.9,0.425,1.6,5.5,0.296,5.1,10.4,0.493,2.7,3.9,0.69,1,3.2,4.2,2.2,2.1,0.4,1.8,2.8,17.8,2013,3,3
7266,59,Ronnie Brewer,SF,27,TOT,60,34,853,3,8.4,0.354,1,3.2,0.303,2,5.1,0.385,0.7,1.6,0.41,1.8,4.1,5.9,2.1,1.8,0.3,0.8,1.4,7.6,2013,3,3
7267,59,Ronnie Brewer,SF,27,NYK,46,34,711,3.2,8.9,0.366,1.1,3.6,0.31,2.1,5.3,0.404,0.8,2,0.41,1.5,3.6,5.1,2,1.7,0.3,0.7,1.4,8.4,2013,3,3
7269,60,Aaron Brooks,PG,28,TOT,53,20,997,5.2,11.4,0.453,1.8,4.8,0.373,3.4,6.6,0.511,1.4,1.9,0.769,0.5,2.4,2.9,4.1,1.1,0.4,2.4,3.4,13.6,2013,1,3
7270,60,Aaron Brooks,PG,28,SAC,46,20,959,5.2,11.4,0.459,1.8,4.8,0.378,3.4,6.6,0.517,1.5,2,0.769,0.5,2.5,2.9,4.1,1.1,0.3,2.4,3.3,13.7,2013,1,3
7272,61,MarShon Brooks,SG,24,BRK,73,2,912,6.1,13.2,0.463,0.6,2.2,0.273,5.5,11.1,0.5,2.7,3.7,0.734,1.3,2.8,4.1,3,1.3,0.6,2.7,3.7,15.6,2013,2,4
7274,63,Shannon Brown,SG,27,PHO,59,22,1402,6.2,14.7,0.42,1,3.6,0.277,5.2,11,0.467,2.5,3.2,0.784,1.1,2.7,3.8,2.8,1.5,0.4,1.9,2.4,15.8,2013,2,3
7275,64,Kobe Bryant,SG,34,LAL,78,78,3013,8.8,19.1,0.463,1.6,4.9,0.324,7.2,14.2,0.51,6.3,7.5,0.839,0.8,4.4,5.2,5.6,1.3,0.3,3.4,2.1,25.5,2013,2,4
7276,65,Chase Budinger,SF,24,MIN,23,1,508,5.6,13.5,0.414,1.8,5.7,0.321,3.8,7.8,0.482,2.3,3,0.762,1.1,4,5,1.8,1,0.5,1.6,2.1,15.3,2013,3,3
7277,66,Alec Burks,SG,21,UTA,64,0,1137,5.2,12.3,0.42,1,2.9,0.359,4.1,9.4,0.439,2.9,4.1,0.713,1.2,3.4,4.6,2.9,1.1,0.4,2.3,3.6,14.3,2013,2,4
7278,67,Caron Butler,SF,32,LAC,78,78,1879,5.8,13.8,0.424,2.5,6.3,0.388,3.4,7.5,0.454,1.4,1.7,0.833,0.8,3.5,4.3,1.5,1,0.2,1.4,2.7,15.6,2013,3,3
7279,68,Jimmy Butler,SF,23,CHI,82,20,2134,4,8.6,0.467,0.7,1.8,0.381,3.4,6.9,0.489,3.2,3.9,0.803,2.3,3.2,5.5,1.9,1.3,0.5,1,1.6,11.9,2013,3,3
7280,69,Will Bynum,PG,30,DET,65,0,1219,7.5,15.9,0.469,0.7,2.2,0.316,6.8,13.7,0.494,3.1,3.9,0.809,0.8,2,2.9,6.8,1.3,0.1,3.7,3.8,18.8,2013,1,4
7281,70,Jose Calderon,PG,31,TOT,73,58,2160,5.2,10.6,0.491,2.2,4.7,0.461,3,5.9,0.516,1.2,1.3,0.9,0.3,2.6,2.9,8.6,1,0.1,2.1,1.6,13.8,2013,1,4
7282,70,Jose Calderon,PG,31,TOR,45,30,1273,5.3,11.3,0.47,2.2,5.2,0.429,3.1,6.1,0.505,1.3,1.5,0.904,0.4,2.6,3,9.4,0.8,0.2,2.1,1.6,14.1,2013,1,4
7283,70,Jose Calderon,PG,31,DET,28,28,887,5.1,9.6,0.527,2.1,4,0.52,3,5.6,0.532,1,1.1,0.893,0.2,2.6,2.8,7.5,1.2,0.1,2.1,1.7,13.2,2013,1,4
7285,72,DeMarre Carroll,SF,26,UTA,66,12,1111,4.8,10.5,0.46,0.6,2.3,0.286,4.2,8.2,0.508,2.4,3.2,0.765,2.8,3.3,6.1,2,1.9,0.8,1.1,3.9,12.7,2013,3,3
7287,74,Vince Carter,SF,36,DAL,81,3,2093,6.4,14.7,0.435,2.8,6.9,0.406,3.6,7.8,0.461,3.1,3.8,0.816,1,4.7,5.7,3.3,1.3,0.8,1.8,3.9,18.7,2013,3,3
7288,75,Omri Casspi,SF,24,CLE,43,1,503,4.5,11.5,0.394,1.8,5.4,0.329,2.7,6,0.452,1.6,2.9,0.537,1.4,6.7,8.2,2,1.8,0.9,1.6,3.2,12.4,2013,3,3
7289,76,Mario Chalmers,PG,26,MIA,77,77,2068,4,9.2,0.429,2.1,5.2,0.409,1.8,4,0.456,1.5,1.9,0.795,0.3,2.6,3,4.8,2.1,0.2,2.1,3.4,11.6,2013,1,4
7290,77,Tyson Chandler,C,30,NYK,66,66,2164,4.2,6.7,0.638,0,0,NA,4.2,6.7,0.638,3,4.3,0.694,4.5,7.2,11.7,1,0.7,1.2,1.4,3.1,11.5,2013,5,2
7291,78,Wilson Chandler,PF,25,DEN,43,8,1079,7,15.2,0.462,1.7,4.2,0.413,5.3,11,0.48,2.9,3.7,0.793,1.5,5.8,7.3,1.9,1.5,0.4,2,4,18.7,2013,4,3
7293,80,Earl Clark,PF,25,LAL,59,36,1363,4.5,10.2,0.44,0.9,2.7,0.337,3.6,7.4,0.479,1.4,2,0.697,2.2,6.4,8.6,1.7,1,1.2,1.6,2.7,11.3,2013,4,3
7294,81,Victor Claver,SF,24,POR,49,16,812,3.3,8.4,0.392,1.1,3.9,0.287,2.2,4.5,0.48,0.6,1.3,0.467,1.4,3.9,5.3,1.9,1.2,0.5,1.9,3.3,8.3,2013,3,3
7295,82,Norris Cole,PG,24,MIA,80,4,1590,4.1,9.6,0.421,0.8,2.2,0.357,3.3,7.4,0.44,1.2,1.8,0.65,0.4,2.5,2.9,3.7,1.3,0.2,2.4,3.5,10.1,2013,1,4
7299,84,Darren Collison,PG,25,DAL,81,47,2372,5.2,11,0.471,0.7,2.1,0.353,4.4,8.9,0.498,3.7,4.2,0.88,0.5,2.9,3.3,6.3,1.5,0.1,2.6,2.1,14.8,2013,1,4
7300,85,Nick Collison,C,32,OKC,81,2,1583,4,6.7,0.595,0,0.1,0,4,6.6,0.603,1.4,1.8,0.769,2.8,4.8,7.6,2.8,1.2,0.7,1.6,4.5,9.4,2013,5,2
7301,86,Mike Conley,PG,25,MEM,80,80,2757,5.4,12.3,0.44,1.4,3.8,0.362,4,8.4,0.476,3.1,3.7,0.83,0.6,2.4,2.9,6.4,2.3,0.3,2.5,2.2,15.3,2013,1,4
7306,89,Chris Copeland,PF,28,NYK,56,13,862,7.6,15.9,0.479,2.5,5.8,0.421,5.1,10,0.513,2.6,3.5,0.759,1.4,3.5,5,1.1,0.7,0.5,2.1,4.3,20.3,2013,4,3
7307,90,DeMarcus Cousins,C,22,SAC,75,74,2289,7.6,16.3,0.465,0.1,0.3,0.182,7.5,15.9,0.471,4.9,6.7,0.738,3.5,8.2,11.7,3.1,1.7,0.9,3.5,4.2,20.1,2013,5,1
7308,91,Jamal Crawford,SG,32,LAC,76,0,2230,7.2,16.4,0.438,2.4,6.4,0.376,4.8,10,0.477,3.5,4,0.871,0.4,1.7,2.1,3.1,1.3,0.2,2.4,1.1,20.3,2013,2,4
7309,92,Jordan Crawford,SG,24,TOT,70,14,1709,6.3,15.3,0.415,1.7,5.2,0.337,4.6,10.1,0.455,2.7,3.3,0.811,0.9,3.5,4.4,4.7,0.8,0.1,3,2.2,17.1,2013,2,4
7310,92,Jordan Crawford,SG,24,WAS,43,12,1127,6.7,16.2,0.415,1.9,5.5,0.345,4.9,10.8,0.451,2.8,3.4,0.821,1,3.3,4.3,5,0.9,0.2,3.1,1.9,18.1,2013,2,4
7311,92,Jordan Crawford,SG,24,BOS,27,2,582,5.6,13.4,0.415,1.5,4.6,0.32,4.1,8.8,0.465,2.6,3.3,0.792,0.8,3.8,4.6,4.2,0.7,0.1,2.7,2.8,15.2,2013,2,4
7312,93,Jae Crowder,SF,22,DAL,78,16,1353,3.8,9.8,0.384,1.7,5.1,0.328,2.1,4.7,0.446,1.3,1.9,0.644,0.9,4,5,2.5,1.7,0.5,1.3,3.4,10.4,2013,3,3
7313,94,Dante Cunningham,PF,25,MIN,80,9,2010,5.6,12,0.468,0,0.1,0,5.6,11.9,0.472,1.2,1.8,0.65,2.5,4.8,7.3,1.2,1.5,0.7,1,2.7,12.4,2013,4,3
7316,97,Stephen Curry,PG,24,GSW,78,78,2983,7.6,16.8,0.451,3.3,7.2,0.453,4.3,9.5,0.449,3.2,3.5,0.9,0.7,3.1,3.8,6.5,1.5,0.1,2.9,2.4,21.6,2013,1,4
7317,98,Samuel Dalembert,C,31,MIL,47,23,765,6.4,11.9,0.542,0,0,1,6.4,11.9,0.54,1.8,2.6,0.691,4.9,8,13,1,0.8,2.5,2.4,4.2,14.7,2013,5,2
7318,99,Marquis Daniels,SF,32,MIL,59,33,1085,4.4,11.6,0.376,0.7,2.4,0.278,3.7,9.3,0.401,1.3,1.8,0.741,1.6,3.4,5,2.2,1.7,0.3,1.5,2.6,10.8,2013,3,3
7319,100,Anthony Davis,PF,19,NOH,64,60,1846,6.8,13.2,0.516,0,0.1,0,6.8,13.1,0.521,3.3,4.4,0.751,3.2,7,10.2,1.2,1.5,2.2,1.7,3.1,16.9,2013,4,1
7320,101,Ed Davis,C-PF,23,TOT,81,28,1631,5.7,10.6,0.539,0,0,NA,5.7,10.6,0.539,2.3,3.7,0.617,3.4,6.8,10.2,1.4,0.8,1.9,1.4,4.2,13.8,2013,4.75,2
7321,101,Ed Davis,C,23,TOR,45,24,1087,6.2,11.2,0.549,0,0,NA,6.2,11.2,0.549,2.2,3.4,0.647,3.1,6.8,9.9,1.8,0.8,1.3,1.5,3.7,14.5,2013,5,2
7322,101,Ed Davis,PF,23,MEM,36,4,544,4.9,9.5,0.517,0,0,NA,4.9,9.5,0.517,2.4,4.3,0.569,3.8,6.8,10.6,0.5,0.9,3.1,1.2,5.3,12.2,2013,4,2
7323,102,Glen Davis,PF,27,ORL,34,33,1064,7.2,16.2,0.448,0,0.1,0,7.2,16.1,0.45,2.8,4,0.718,1.9,6.5,8.3,2.4,1.1,0.7,2.2,3,17.3,2013,4,1
7324,103,Austin Daye,SF,24,TOT,55,0,676,4.8,11.1,0.433,2.2,5.2,0.418,2.6,5.9,0.445,1.4,1.8,0.765,0.9,5.7,6.6,2.2,0.7,1.2,1.5,4.4,13.2,2013,3,3
7327,104,Nando De Colo,SG,25,SAS,72,6,920,4.1,9.4,0.436,1.2,3.2,0.378,2.9,6.2,0.465,1.4,1.7,0.795,0.9,4.5,5.4,5.4,1.6,0.2,3.2,3.4,10.8,2013,2,4
7328,105,Carlos Delfino,SF,30,HOU,67,5,1689,5.3,13.2,0.405,3.4,9,0.375,2,4.2,0.467,1,1.2,0.857,0.4,4.3,4.7,2.9,1.4,0.2,1.5,2.4,15.1,2013,3,3
7329,106,Luol Deng,SF,27,CHI,75,75,2903,5.8,13.6,0.426,0.9,2.9,0.322,4.8,10.7,0.455,2.9,3.5,0.816,2,3.9,5.9,2.8,1,0.4,1.8,1.3,15.3,2013,3,3
7331,108,DeMar DeRozan,SG,23,TOR,82,82,3013,6.5,14.7,0.445,0.4,1.4,0.283,6.1,13.3,0.463,4.2,5.1,0.831,0.6,3.2,3.8,2.4,0.9,0.3,1.8,2.1,17.7,2013,2,1
7332,109,Boris Diaw,PF,30,SAS,75,20,1709,3.8,7,0.539,0.6,1.6,0.385,3.1,5.4,0.587,1,1.4,0.723,1.4,4,5.4,3.8,1.1,0.6,1.8,3,9.2,2013,4,3
7335,112,Toney Douglas,PG,26,TOT,71,0,1289,5.3,13,0.403,2.3,6,0.38,3,7,0.424,2.1,2.3,0.905,0.9,2.9,3.9,4.2,2,0.1,2.3,4,14.9,2013,1,4
7336,112,Toney Douglas,PG,26,HOU,49,0,913,5.5,13.9,0.395,2.4,6.4,0.377,3.1,7.5,0.411,2.4,2.7,0.882,0.9,2.6,3.5,3.7,1.6,0.1,2.2,4.1,15.7,2013,1,3
7339,114,Goran Dragic,PG,26,PHO,77,77,2581,5.6,12.6,0.443,1.2,3.8,0.319,4.4,8.8,0.497,3.4,4.5,0.748,0.8,2.5,3.3,7.9,1.7,0.4,3,3,15.8,2013,1,4
7340,115,Andre Drummond,C,19,DET,60,10,1243,6,9.9,0.608,0,0.1,0.5,6,9.8,0.609,1.7,4.6,0.371,4.9,8.3,13.2,0.9,1.7,2.8,1.7,4.2,13.8,2013,5,2
7341,116,Jared Dudley,SF,27,PHO,79,50,2170,5.2,11.1,0.468,1.8,4.5,0.391,3.4,6.6,0.52,2.1,2.7,0.796,1.3,2.8,4.1,3.4,1.2,0.1,1.7,2.1,14.3,2013,3,3
7342,117,Chris Duhon,PG,30,LAL,46,9,820,2.1,5.4,0.382,1.4,4,0.363,0.6,1.4,0.438,0.3,0.6,0.462,0.5,2.5,3,5.8,0.9,0,1.8,2.5,5.8,2013,1,3
7343,118,Tim Duncan,C,36,SAS,69,69,2078,8.5,16.9,0.502,0,0.1,0.286,8.5,16.8,0.504,4.2,5.2,0.817,2.1,9.7,11.9,3.2,0.9,3.2,2.5,2,21.3,2013,5,1
7344,119,Mike Dunleavy,SF,32,MIL,75,3,1943,5.1,11.6,0.442,2.4,5.5,0.428,2.7,6,0.455,1.9,2.4,0.82,0.6,4.8,5.4,2.7,0.7,0.6,1.7,2.5,14.5,2013,3,3
7345,120,Kevin Durant,SF,24,OKC,81,81,3119,8.4,16.5,0.51,1.6,3.9,0.416,6.8,12.7,0.539,7.8,8.7,0.905,0.5,6.9,7.4,4.3,1.3,1.2,3.2,1.7,26.3,2013,3,1
7347,122,Wayne Ellington,SG,25,TOT,78,21,1661,4.9,11.5,0.427,2,5.2,0.392,2.9,6.3,0.457,1.5,1.6,0.907,0.5,3.1,3.6,2.3,1,0.1,1.2,1.8,13.3,2013,2,3
7348,122,Wayne Ellington,SG,25,MEM,40,4,676,4.3,10.6,0.407,2.2,5.2,0.423,2.1,5.4,0.392,0.8,0.9,0.938,0.3,2.5,2.8,2.2,0.9,0.1,1.3,2,11.6,2013,2,3
7349,122,Wayne Ellington,SG,25,CLE,38,17,985,5.3,12.1,0.439,1.9,5.2,0.371,3.4,6.8,0.492,1.9,2.2,0.898,0.7,3.4,4.2,2.3,1.1,0.1,1.2,1.6,14.5,2013,2,3
7350,123,Monta Ellis,SG,27,MIL,82,82,3076,7,16.8,0.416,1.1,3.8,0.287,5.9,13,0.454,3.4,4.4,0.773,0.5,3.2,3.7,5.8,2,0.4,3,1.9,18.5,2013,2,4
7353,126,Reggie Evans,PF,32,BRK,80,56,1967,2.3,4.8,0.479,0,0,NA,2.3,4.8,0.479,2.1,4.1,0.509,4.8,11.5,16.3,0.8,1.4,0.2,2,3.6,6.6,2013,4,2
7354,127,Tyreke Evans,SG,23,SAC,65,61,2016,6.5,13.7,0.478,0.8,2.4,0.338,5.7,11.3,0.508,3.7,4.8,0.775,1,4.1,5.1,4.1,1.6,0.5,2.3,2.4,17.6,2013,2,4
7355,128,Festus Ezeli,C,23,GSW,78,41,1120,2.4,5.4,0.438,0,0,NA,2.4,5.4,0.438,1.4,2.6,0.531,4.5,5.5,10.1,0.7,0.7,2.4,2,5,6.1,2013,5,2
7356,129,Kenneth Faried,PF,23,DEN,80,80,2248,6.1,11,0.552,0,0,NA,6.1,11,0.552,2.6,4.3,0.613,4.2,7.6,11.8,1.2,1.3,1.3,1.8,3.7,14.8,2013,4,2
7357,130,Derrick Favors,PF,21,UTA,77,8,1787,5.5,11.4,0.482,0,0.1,0,5.5,11.3,0.487,3.6,5.2,0.688,3.7,7.3,11,1.5,1.3,2.6,2.6,5,14.6,2013,4,2
7358,131,Raymond Felton,PG,28,NYK,68,68,2313,5.9,13.7,0.427,1.4,4,0.36,4.4,9.7,0.455,1.6,2,0.789,0.8,2.2,3,5.8,1.5,0.2,2.4,2,14.8,2013,1,4
7359,132,Landry Fields,SF,24,TOR,51,22,1037,3.5,7.7,0.457,0.1,0.5,0.143,3.5,7.3,0.478,1.2,1.8,0.642,2,5.2,7.2,2.1,1.1,0.3,1.5,2.2,8.3,2013,3,3
7360,133,Derek Fisher,SG-PG,38,TOT,33,9,575,3.4,10.1,0.342,1.9,5,0.375,1.6,5.1,0.309,2.2,2.4,0.921,0.1,2.2,2.3,2.9,1.2,0.2,1.9,3.4,11,2013,1.75,3
7364,135,Randy Foye,SG,29,UTA,82,72,2249,4.7,11.8,0.397,2.8,6.9,0.41,1.8,4.9,0.378,1.9,2.3,0.819,0.3,1.8,2,2.7,1.1,0.4,1.5,3,14.1,2013,2,3
7365,136,Jimmer Fredette,SG,23,SAC,69,0,967,6.4,15.2,0.421,2.4,5.8,0.417,4,9.4,0.423,3.2,3.7,0.859,0.7,1.9,2.6,3.4,1.2,0.1,2.5,2.4,18.4,2013,2,4
7367,138,Danilo Gallinari,SF,24,DEN,71,71,2309,5.7,13.6,0.418,2.1,5.6,0.373,3.6,7.9,0.45,4.5,5.4,0.822,1,4.7,5.7,2.7,1,0.6,1.7,2,17.9,2013,3,3
7368,139,Francisco Garcia,SG-SF,31,TOT,58,20,1029,4.1,10.5,0.393,2.3,6.3,0.374,1.8,4.2,0.421,0.6,0.7,0.857,0.3,2.9,3.2,2.2,1.6,1.3,1.1,3.1,11.2,2013,2.25,3
7369,139,Francisco Garcia,SG,31,SAC,40,15,710,3.9,10.4,0.376,2,5.5,0.367,1.9,4.9,0.385,0.6,0.7,0.857,0.4,3.1,3.4,2.2,1.6,1.6,1,3.3,10.4,2013,2,3
7371,140,Kevin Garnett,C,36,BOS,68,68,2022,7.5,15.1,0.496,0,0.3,0.125,7.5,14.8,0.504,2.8,3.6,0.786,1.3,8.1,9.4,2.8,1.4,1.1,2,2.7,17.9,2013,5,1
7373,142,Marc Gasol,C,28,MEM,80,80,2796,5.5,11.2,0.494,0,0.2,0.071,5.5,11,0.501,3.5,4.1,0.848,2.4,5.6,8,4.1,1,1.8,2,3.3,14.5,2013,5,1
7374,143,Pau Gasol,PF,32,LAL,49,42,1655,5.9,12.6,0.466,0.2,0.6,0.286,5.7,12,0.475,2.7,3.9,0.702,2.4,6.7,9.2,4.4,0.5,1.3,2.3,2,14.6,2013,4,1
7375,144,Rudy Gay,SF,26,TOT,75,74,2687,7,16.8,0.416,1.1,3.5,0.323,5.9,13.3,0.44,3.2,4,0.814,1.3,4.9,6.2,2.7,1.5,0.7,2.7,2.4,18.3,2013,3,4
7376,144,Rudy Gay,SF,26,MEM,42,42,1541,6.6,16.1,0.408,0.9,3,0.31,5.6,13.1,0.431,2.8,3.6,0.776,1.3,4.5,5.8,2.5,1.3,0.7,2.4,2,16.9,2013,3,4
7377,144,Rudy Gay,SF,26,TOR,33,32,1146,7.5,17.7,0.425,1.4,4.1,0.336,6.2,13.6,0.452,3.7,4.4,0.856,1.4,5.3,6.7,3,1.8,0.7,3,3,20.2,2013,3,4
7378,145,Alonzo Gee,SF,25,CLE,82,82,2541,4.3,10.5,0.41,1,3.1,0.315,3.3,7.4,0.45,2.3,2.9,0.795,1.1,3.5,4.5,1.9,1.5,0.4,1.9,2.8,11.9,2013,3,3
7379,146,Mickael Gelabale,SF,29,MIN,36,13,644,4,7.8,0.518,0.9,2.9,0.308,3.1,4.9,0.644,1.2,1.3,0.875,1.8,3.7,5.5,1.5,0.9,0.2,0.9,2.6,10.1,2013,3,3
7380,147,Paul George,SF,22,IND,79,79,2972,6,14.2,0.419,2.1,5.7,0.362,3.9,8.6,0.457,2.7,3.3,0.807,1.1,6.2,7.3,4,1.7,0.6,2.8,2.7,16.7,2013,3,4
7381,148,Daniel Gibson,PG,26,CLE,46,3,919,3.3,9.7,0.34,2.2,6.4,0.344,1.1,3.3,0.333,1,1.4,0.703,0.2,2.2,2.4,3.2,1.2,0.2,1.2,3.5,9.8,2013,1,3
7382,149,Taj Gibson,PF,27,CHI,65,5,1459,5.3,10.9,0.485,0,0.1,0,5.3,10.8,0.49,2.2,3.2,0.679,3.1,5.4,8.5,1.5,0.7,2.2,1.9,4.1,12.8,2013,4,2
7383,150,Manu Ginobili,SG,35,SAS,60,0,1393,5.9,13.9,0.425,2.1,6.1,0.353,3.8,7.9,0.48,4.2,5.3,0.796,0.8,4.4,5.2,7.1,2.1,0.3,3.4,2.9,18.2,2013,2,4
7385,152,Ben Gordon,SG,29,CHA,75,0,1560,7.2,17.5,0.408,2.6,6.7,0.387,4.5,10.8,0.421,2.5,2.9,0.843,0.4,2.6,3,3.3,0.8,0.4,3.1,3.1,19.4,2013,2,4
